,Name
2245,Alex-Gilpin
2246,Eperaim-Ginting
2247,Billy-Giovanella
2248,Bob-Gilstrap
2249,Krishaun-Gilmore
2250,Micheal-Gillmore
2251,Yuneisy-Duben
2252,Gregor-Gillespie
2253,Jason-Gilliam
2254,Hugo-Duarte
2255,Matthieu-Duclos
2256,Joe-Duarte
2257,Robert-Drysdale
2258,Antonio-Duarte
2259,Dricus-Du Plessis
2260,Tomasz-Drwal
2261,Chris-Drumm
2262,Kyle-Driscoll
2263,Mark-Holst
2264,Ben-Holscher
2265,Scott-Holtzman
2266,Joseph-Holmes
2267,Anthony-Drilich
2268,Paddy-Holohan
2269,Holly-Holm
2270,Jeremie-Holloway
2271,Jeremy-Jackson
2272,Gabrielle-Holloway
2273,Kurt-Holobaugh
2274,Rex-Holman
2275,Eugene-Jackson
2276,Yves-Jabouin
2277,Quinton-Jackson
2278,Sovannahry-Em
2279,Kevin-Jackson
2280,Aaron-Ely
2281,Lisa-Ellis
2282,Cameron-Else
2283,Anna-Elmose
2284,Eddy-Ellis
2285,Oban-Elliott
2286,Jesse-Gillespie
2287,Joe-Ellenberger
2288,Tim-Elliott
2289,Darren-Elkins
2290,Kultar-Gill
2291,Jake-Ellenberger
2292,Trevin-Giles
2293,Joseph-Gigliotti
2294,Joey-Gilbert
2295,Thomas-Gifford
2296,Kenny-Giddens
2297,Lee-Gibson
2298,Chase-Gibson
2299,Cody-Gibson
2300,Lance-Gibson
2301,Derek-Downey
2302,Danny-Downes
2303,Edson-Drago
2304,John-Doyle
2305,John-Dowdy
2306,Jordan-Dowdy
2307,Cedric-Doumbe
2308,Damion-Douglas
2309,Oleksandr-Doskalchuk
2310,David-Douglas
2311,Max-Holloway
2312,Roger-Hollett
2313,Tiago-dos Santos e Silva
2314,Chris-Holdsworth
2315,Kevin-Holland
2316,Sean-Holden
2317,Andrew-Holbrook
2318,Chris-Hofmann
2319,Bobby-Hoffman
2320,Sam-Hoger
2321,Matt-Hobar
2322,Saul-Elizondo
2323,Joao-Elias
2324,Kwan-Ho Kwak
2325,John Paul-Elias
2326,Evan-Elder
2327,John-Elam
2328,Per-Eklund
2329,Jon Olav-Einemo
2330,Justin-Eilers
2331,James-Giboo
2332,Stephanie-Egger
2333,Joselyne-Edwards
2334,Joe-Giannetti
2335,Nick-Gibbons
2336,Tom-Egan
2337,Tiki-Ghosn
2338,Christos-Giagos
2339,Derek-Getzel
2340,Karine-Gevorgyan
2341,Darrel-Gholar
2342,Brian-Geraghty
2343,Yanis-Ghemmouri
2344,Felipe-dos Santos
2345,Paul-Georgieff
2346,Rayanne-dos Santos
2347,Anderson-Dos Santos
2348,Geronimo-dos Santos
2349,Antonio-Dos Santos
2350,Acacio-Dos Santos
2351,Houston-Dorr
2352,Cody-Donovan
2353,Dong-Huaxiang
2354,An Tuan-Ho
2355,Junior-Dos Santos
2356,Yuji-Hisamatsu
2357,Kuniyoshi-Hironaka
2358,Mizuto-Hirota
2359,Rafael-Dos Anjos
2360,Branden Lee-Hinkle
2361,Alan-Hiro
2362,Jamahal-Hill
2363,Kailan-Hill
2364,Hatsu-Hioki
2365,Tyler-Hill
2366,Adli-Edwards
2367,Te-Edwards
2368,Angela-Hill
2369,Leon-Edwards
2370,Justin-Edwards
2371,Johnny-Eduardo
2372,Abdul-Kerim-Edilov
2373,Frankie-Edgar
2374,Roybert-Echeverria
2375,Mark-Eddiva
2376,Yves-Edwards
2377,Charlene-Gellner
2378,Brian-Ebersole
2379,Shamil-Gaziev
2380,Ateba-Gautier
2381,Chad-George
2382,Sean-Gauci
2383,Manuel-Gaxhja
2384,Louis-Gaudinot
2385,Melissa-Gatto
2386,Willie-Gates
2387,Dennis-Dombrow
2388,Kelvin-Gastelum
2389,John-Donaldson
2390,OJ-Dominguez
2391,Brian-Gassaway
2392,Cameron-Dollar
2393,Roman-Dolidze
2394,CB-Dollaway
2395,Mike-Dolce
2396,David-Dodd
2397,AJ-Dobson
2398,John-Dodson
2399,Joe-Doerksen
2400,Alex-Higley
2401,Corey-Hill
2402,Isaiah-Hill
2403,Lee-Higgins
2404,Richie-Hightower
2405,Jay-Hieron
2406,Jason-High
2407,Brady-Hiestand
2408,Jimy-Hettes
2409,Ross-Ebanez
2410,Marcus-Hicks
2411,Conor-Heun
2412,Vincent-Eazelle
2413,Marvin-Eastman
2414,Mike-Easton
2415,Maurice-Eazel
2416,Cody-East
2417,Ben-Earwood
2418,Azamat-Gashimov
2419,Pablo-Garza
2420,David-Gardner
2421,Fernie-Garcia
2422,Elias-Garcia
2423,Rulon-Gardner
2424,Rafa-Garcia
2425,Steve-Garcia
2426,Nick-Garcia
2427,Alex-Garcia
2428,Alejandro-Garcia
2429,Anthony-Do
2430,Shana-Dobson
2431,Drew-Dober
2432,Russell-Doane
2433,Matt-Dixon
2434,John-Dixson
2435,Rico-DiSciullo
2436,Helio-Dipp
2437,Jhonata-Diniz
2438,Drew-Dimanlig
2439,Rodolfo Marques-Diniz
2440,Clint-Hester
2441,Felice-Herrig
2442,Brandon-Hester
2443,Jon-Hess
2444,Geane-Herrera
2445,Alvaro-Herrera Mendoza
2446,Paul-Herrera
2447,Chris-Herrera
2448,Carlos-Hernandez
2449,Nohelin-Hernandez
2450,Edgar-Garcia
2451,Eduardo-Garagorri
2452,Leonard-Garcia
2453,Heath-Herring
2454,Ciryl-Gane
2455,Junye-Gao
2456,Cody-Garbrandt
2457,Sean-Gannon
2458,Ariel-Gandulla
2459,Shamil-Gamzatov
2460,Mateusz-Gamrot
2461,Josh-Diekmann
2462,Seth-Dikun
2463,Manvel-Gamburyan
2464,Ralph-Dillon
2465,TJ-Dillashaw
2466,Mark-Dickman
2467,Kyle-Dietz
2468,Ozzy-Diaz
2469,Adrian-Diaz
2470,Ryan-Diaz
2471,Michael-Diaz
2472,Ramiro-Hernandez
2473,Alexander-Hernandez
2474,Joe-Hernandez
2475,Anthony-Hernandez
2476,Nate-Diaz
2477,Noe-Hernandez
2478,Dave-Herman
2479,Jack-Hermansson
2480,Ed-Herman
2481,Jai-Herbert
2482,Lucas-Gamaza
2483,Andre-Galvao
2484,Joey-Gambino
2485,TJ-Hepburn
2486,Marcos-Galvao
2487,Eric-Galvan
2488,Tom-Gallicchio
2489,Daniel-Gallemore
2490,Turrell-Galloway
2491,Mickey-Gall
2492,Victor-Dias
2493,Nick-Diaz
2494,Zelg-Galesic
2495,Hacran-Dias
2496,Eldo Xavier-Dias
2497,Blood-Diamond
2498,Rafael-Dias
2499,Marc-Diakiese
2500,Tyler-Diamond
2501,Thomas-Diagne
2502,Victor-Henry
2503,Danny-Henry
2504,Luis-Henrique
2505,Jose-Henrique
2506,Diego-Henrique da Silva
2507,Cory-Hendricks
2508,Josh-Hendricks
2509,Ron-Henderson
2510,Brandon-Gaines
2511,Johny-Hendricks
2512,Benson-Henderson
2513,Travis-Galbraith
2514,Sheila-Gaff
2515,Muin-Gafurov
2516,Mitch-Gagnon
2517,Alavutdin-Gadjiev
2518,Gustavo-Gabriel
2519,Justin-Gaethje
2520,Magomed-Gadzhiyasulov
2521,Claudia-Gadelha
2522,Cyrille-Diabate
2523,John-Devine
2524,Alessio-Di Chirico
2525,Robelis-Despaigne
2526,Cory-Devela
2527,Tony-DeSouza
2528,Micol-Di Segni
2529,Mackenzie-Dern
2530,Jason-Dent
2531,Elisha-Helsper
2532,Edwin-DeWees
2533,Booker-DeRousse
2534,Marcin-Held
2535,Ian-Heinisch
2536,Dan-Henderson
2537,Jake-Hecht
2538,Matt-Helm
2539,Chris-Heatherly
2540,Delson-Heleno
2541,David-Heath
2542,Nick-Hein
2543,Spencer-Hearns
2544,Nick-Denis
2545,Thomas-Denny
2546,Robert-Densley
2547,James-Gabert
2548,Chris-Dempsey
2549,Vanessa-Demopoulos
2550,Justin-DeMoney
2551,Jon-Delos Reyes
2552,Jason-DeLucia
2553,Roland-Delorme
2554,Ante-Delija
2555,Ryan-Healy
2556,Jack-Della Maddalena
2557,James-Head
2558,Dustin-Hazelett
2559,Pat-Healy
2560,Josh-Haynes
2561,Ryan-Hayes
2562,Tommy-Hayden
2563,Gerric-Hayes
2564,Mike-Hayes
2565,Chris-Hawk
2566,Humberto-DeLeon
2567,Wallen-Del Rosario
2568,Israel-Delgado
2569,Del-Hawkins
2570,Shane-del Rosario
2571,Rolando-Delgado
2572,Rafael-Del Real
2573,Issac-DeJesus
2574,Tom-DeBlass
2575,Carl-Deaton
2576,Justin-Hawes
2577,Germaine-de Randamie
2578,Crezio-de Souza
2579,Phil-Hawes
2580,John-Hathaway
2581,Hayder-Hassan
2582,Ahmad-Hassanzada
2583,Daiki-Hata
2584,Tomohiko-Hashimoto
2585,Takayo-Hashi
2586,Justin-Haskins
2587,Gloria-de Paula
2588,Isabela-de Padua
2589,Chris-Haseman
2590,Edilberto-de Oliveira
2591,Jorge-de Oliveira
2592,Johil-de Oliveira
2593,Rodrigo-de Lima
2594,Mike-de la Torre
2595,Mark-De La Rosa
2596,Montana-De La Rosa
2597,Hidehiko-Hasegawa
2598,Dale-Hartt
2599,Chris-de la Rocha
2600,Clay-Harvison
2601,Kayla-Harrison
2602,Joey-Hart
2603,Luke-Hartwig
2604,Trevor-Harris
2605,Dhafir-Harris
2606,Carlston-Harris
2607,Collin-Hart
2608,Angel-De Anda
2609,Geraldo-de Freitas
2610,Jason-Day
2611,Philip-De Fries
2612,Martin-Day
2613,Yorgan-De Castro
2614,Grant-Dawson
2615,Mike-Davis
2616,Gerald-Harris
2617,Gerry-Harris
2618,Walt-Harris
2619,Josiah-Harrell
2620,Scott-Harper
2621,Phil-Harris
2622,Hakeem-Dawodu
2623,Baru-Harn
2624,Tobias-Harila
2625,Danny-Davis
2626,Greg-Hardy
2627,Mike-Davis
2628,Lemont-Davis
2629,Justin-Davis
2630,Alexis-Davis
2631,LC-Davis
2632,Phil-Davis
2633,Rick-Davis
2634,Dan-Hardy
2635,Veronica-Hardy
2636,George-Hardwick
2637,Marcus-Davis
2638,Janay-Harding
2639,Antoni-Hardonk
2640,Shin-Haraguchi
2641,Nasrat-Haqparast
2642,Kay-Hansen
2643,Joachim-Hansen
2644,Chad-Hanekom
2645,Brian-Davidson
2646,Kyle-Daukaus
2647,Sean-Daugherty
2648,Karen-Darabedyan
2649,Beneil-Dariush
2650,Chris-Daukaus
2651,Alexandre-Dantas
2652,Eduardo-Dantas
2653,Mac-Danzig
2654,Dean-Hancock
2655,Anvarbek-Daniyalbekov
2656,Jeremy-Hamilton
2657,Matt-Hamill
2658,Jared-Hamman
2659,James-Hammortree
2660,Rami-Hamed
2661,Kazuhiro-Hamanaka
2662,CJ-Hamilton
2663,Anthony-Hamilton
2664,Frank-Hamaker
2665,Marques-Daniels
2666,Batgerel-Danaa
2667,Jarjis-Danho
2668,Carina-Damm
2669,Raymond-Daniels
2670,Peter-Danesoe
2671,Marko-Damiani
2672,Cindy-Dandois
2673,Seo Hee-Ham
2674,Leonardo-Damiani
2675,John-Halverson
2676,Rodrigo-Damm
2677,Brandon-Halsey
2678,Tony-Halme
2679,Dennis-Hallman
2680,Ryan-Hall
2681,Uriah-Hall
2682,Piotr-Hallmann
2683,Mark-Hall
2684,Kevin-Haley
2685,Aisling-Daly
2686,Richard-Dalton
2687,Dave-Dalgliesh
2688,Alex-Da Silva
2689,Nicolas-Dalby
2690,Henrique-Da Silva Lopes
2691,Paul-Daley
2692,Yazan-Hajeh
2693,Ariane-da Silva
2694,Tim-Hague
2695,Stoney-Hale
2696,Steve-Hadsel
2697,Bassil-Hafez
2698,Henrique-da Silva
2699,Keith-Hackney
2700,Damir-Hadzovic
2701,Jake-Hadley
2702,Cody-Haddon
2703,Katsuaki-Furuki
2704,Sarah-D'alelio
2705,Chelsea-Hackett
2706,Masakatsu-Funaki
2707,Masio-Fullen
2708,Ricardo-Funch
2709,Sam-Fulton
2710,Travis-Fulton
2711,Keisuke-Fujiwara
2712,Riki-Fukuda
2713,Megumi-Fujii
2714,Kazuyuki-Fujita
2715,Katsuhisa-Fujii
2716,Adam-Fugitt
2717,Tony-Fryklund
2718,Jesse-Fujarczyk
2719,Sarah-Frota
2720,Don-Frye
2721,Daniel-Frunza
2722,Artem-Frolov
2723,Clay-French
2724,Jinh Yu-Frey
2725,Josh-Fremd
2726,Matt-Frevola
2727,Donavon-Frelow
2728,Jeremy-Freitag
2729,Mike-French
2730,Rafael-Freitas
2731,Patricky-Freire
2732,Willamy-Freire
2733,Patricio-Freire
2734,Stephanie-Frausto
2735,Ian-Freeman
2736,Zane-Frazier
2737,Gary-Frazier
2738,Jason-Freeman
2739,Zoila-Frausto
2740,Rich-Franklin
2741,Justin-Frazier
2742,John-Franchi
2743,Francisco-France
2744,Glaico-Franca Moreira
2745,Hermes-Franca
2746,Brandon-Foxworth
2747,Brian-Foster
2748,Mason-Fowler
2749,Renee-Forte
2750,Marcel-Fortuna
2751,Xavier-Foupa-Pokam
2752,Jussier-Formiga
2753,Raheam-Forest
2754,Brianna-Fortino
2755,Codale-Ford
2756,Claudionor-Fontinelle
2757,Sterling-Ford
2758,Jesse-Forbes
2759,AJ-Fonseca
2760,Rob-Font
2761,Matt-Foki
2762,Bobby-Flynn
2763,Cody-Floyd
2764,Mal-Foki
2765,Caros-Fodor
2766,Kenny-Florian
2767,Darrius-Flowers
2768,AJ-Fletcher
2769,Alejandro-Flores
2770,Ty-Flores
2771,Colin-Fletcher
2772,Rafael-Fiziev
2773,Luke-Flores
2774,Isi-Fitikefu
2775,Jimmy-Flick
2776,Bryanna-Fissori
2777,Jon-Fitch
2778,Chris-Fishgold
2779,Luiz-Firmino
2780,Spencer-Fisher
2781,Luigi-Fioravanti
2782,Nick-Fiore
2783,Jan-Finney
2784,Manon-Fiorot
2785,Torrez-Finney
2786,Brady-Fink
2787,Andre-Fili
2788,Paulo-Filho
2789,Jafel-Filho
2790,Jesse-Finney
2791,Mirko-Filipovic
2792,Edwin-Figueroa
2793,Anthony-Figueroa
2794,Deiveson-Figueiredo
2795,Andre-Fialho
2796,Francisco-Figueiredo
2797,Ron-Fields
2798,Scott-Fiedler
2799,Michal-Figlak
2800,Drew-Fickett
2801,Brunno-Ferreira
2802,Timo-Feucht
2803,Scott-Ferrozzo
2804,Erisson-Ferreira
2805,Alexandre-Ferreira
2806,Cezar-Ferreira
2807,Diego-Ferreira
2808,Lucas-Fernando
2809,Emily-Fernandez
2810,Gabriella-Fernandes
2811,Kaue-Fernandes
2812,Bibiano-Fernandes
2813,CJ-Fernandes
2814,Josh-Ferguson
2815,Feng-Xiaocan
2816,Tony-Ferguson
2817,Feng-Pengchao
2818,Rhadi-Ferguson
2819,Kevin-Ferguson
2820,JP-Felty
2821,Rodney-Faverus
2822,Carlos-Felipe
2823,Kelly-Faszholz
2824,Rico-Farrington
2825,Paul-Felder
2826,Chance-Farrar
2827,Joao Paulo-Faria
2828,Brodie-Farber
2829,Rinat-Fakhretdinov
2830,Zarah-Fairn
2831,Jair-Farias
2832,Maiquel-Falcao
2833,Jason-Fairn
2834,Ron-Faircloth
2835,Kalindra-Faria
2836,Melinda-Fabian
2837,Pedro-Falcao
2838,Edward-Faaloloto
2839,Luciano-Azevedo
2840,Ottman-Azaitar
2841,Abu-Azaitar
2842,Luiz-Azeredo
2843,Urijah-Faber
2844,Saad-Awad
2845,Jessin-Ayari
2846,Javy-Ayala
2847,Julia-Avila
2848,Chris-Avila
2849,Levi-Avera
2850,Anthony-Avila
2851,David-Avellan
2852,Jose-Augusto
2853,Pat-Audinwood
2854,Blas-Avena
2855,Marcus-Aurelio
2856,Rich-Attonito
2857,Bazigit-Atajev
2858,Tom-Aspinall
2859,Olivier-Aubin-Mercier
2860,Michael-Aswell Jr.
2861,Junior-Assuncao
2862,Ibo-Aslan
2863,Ben-Askren
2864,Raphael-Assuncao
2865,Scott-Askham
2866,Cyril-Asker
2867,Askar-Askar
2868,Khusein-Askhabov
2869,Askar-Askarov
2870,Bruno-Assis
2871,Yanal-Ashmouz
2872,-Asjabharan
2873,Arman-Ashimov
2874,Teddy-Ash
2875,Cesar-Arzamendia
2876,Kai-Asakura
2877,Gilles-Arsene
2878,Antonio-Arroyo
2879,Matt-Arroyo
2880,Akbarh-Arreola
2881,Veta-Arteaga
2882,Eli-Aronov
2883,Chalid-Arrab
2884,Ricardo-Arona
2885,Dan-Argueta
2886,Hashem-Arkhagha
2887,Reza-Arianto
2888,Austin-Arnett
2889,Gabriel-Arges
2890,Joey-Armstrong
2891,Tristan-Arenal
2892,Garrett-Armfield
2893,Alice-Ardelean
2894,Julio-Arce
2895,Andrei-Arlovski
2896,Felipe-Arantes
2897,Igor-Araujo
2898,Viviane-Araujo
2899,Art-Arciniega
2900,Kenji-Arai
2901,Erik-Apple
2902,Josh-Appelt
2903,-Aoriqileng
2904,Shinsho-Anzai
2905,Romie-Aram
2906,Magomed-Ankalaev
2907,Adam-Antolin
2908,Gadzhimurad-Antigulov
2909,Yoji-Anjo
2910,Shinya-Aoki
2911,Collin-Anglin
2912,Azunna-Anyanwu
2913,Chad-Anheliger
2914,Angelo-Antonio
2915,Reese-Andy
2916,Julius-Anglickas
2917,-Angga
2918,Dylan-Andrews
2919,Fellipe-Andrew
2920,Viscardi-Andrade
2921,Alex-Andrade
2922,Juan-Andres Luna
2923,Jermaine-Andre
2924,Jessica-Andrade
2925,Lowell-Anderson
2926,Liam-Anderson
2927,Megan-Anderson
2928,Tatsuya-Ando
2929,Matt-Andersen
2930,Corey-Anderson
2931,Andy-Anderson
2932,Derek-Anderson
2933,Bertrand-Amoussou
2934,Eryk-Anders
2935,Karl-Amoussou
2936,Makwan-Amirkhani
2937,Hyder-Amil
2938,Jaqueline-Amorim
2939,Alen-Amedovski
2940,JJ-Ambrose
2941,Hamid-Amiri
2942,Jimmy-Ambriz
2943,Chris-Amarante
2944,Maiara-Amanajas dos Santos
2945,Adlan-Amagov
2946,Warlley-Alves
2947,Andre-Amado
2948,Rafael-Alves
2949,Amilcar-Alves
2950,Eddie-Alvarez
2951,Sam-Alvey
2952,Joel-Alvarez
2953,Anthony-Alves
2954,Thiago-Alves
2955,Jaime-Alvarez
2956,Sean-Alvarez
2957,Patricia-Alujas
2958,Victor-Altamirano
2959,Sarah-Alpar
2960,Ali-AlQaisi
2961,Rico-Altamirano
2962,Mauricio-Alonso
2963,Jailton-Almeida
2964,Cesar-Almeida
2965,Lucas-Almeida
2966,Mike-Altman
2967,Estefani-Almeida
2968,Ericka-Almeida
2969,Thomas-Almeida
2970,Magno-Almeida
2971,John Dave-Almanza
2972,Brendan-Allen
2973,Bekzat-Almakhan
2974,Daniel-Allen
2975,Ricardo-Almeida
2976,Asu-Almabayev
2977,Arnold-Allen
2978,George-Allen
2979,Ben-Alloway
2980,John-Allan
2981,Leon-Aliu
2982,Nurullo-Aliev
2983,Ikram-Aliskerov
2984,Royce-Alger
2985,Sultan-Aliev
2986,Bill-Algeo
2987,Amir-Aliakbari
2988,Levi-Alford
2989,Pablo-Alfonso
2990,Marcio-Alexandre Junior
2991,Lucas-Alexander
2992,Kenneth-Alexander
2993,Jim-Alers
2994,Olaf-Alfonso
2995,John-Alessio
2996,Irina-Alekseeva
2997,JJ-Aldrich
2998,Talita-Alencar
2999,Jose-Aldo
3000,Hector-Aldana
3001,Jose-Alday
3002,Ildemar-Alcantara
3003,Gilbert-Aldana
3004,Juan-Alcain
3005,Houston-Alexander
3006,Aleksandra-Albu
3007,John-Albert
3008,Irene-Aldana
3009,Alfonso-Alcarez
3010,Israel-Albuquerque
3011,Amir-Albazi
3012,Iuri-Alcantara
3013,Brett-Albee
3014,-Alatengheili
3015,Herdem-Alacabek
3016,Wes-Albritton
3017,Javi-Alanis
3018,Mostapha-Al-Turk
3019,Junior-Albini
3020,Razak-Al-Hassan
3021,Abdul-Kareem-Al-Selwady
3022,Hitomi-Akano
3023,Rostem-Akman
3024,Yoshihiro-Akiyama
3025,Mike-Aina
3026,Omari-Akhmedov
3027,Ashiek-Ajim
3028,Nick-Aguirre
3029,Christian-Aguilera
3030,Jesus-Aguilar
3031,Jessica-Aguilar
3032,Kevin-Aguilar
3033,Fabio-Aguiar
3034,Edwin-Aguilar
3035,Mariya-Agapova
3036,Marcelo-Aguiar
3037,Nick-Agallar
3038,Kantharaj-Agasa
3039,Sam-Adkins
3040,Anthony-Adams
3041,Juan-Adams
3042,Israel-Adesanya
3043,Scott-Adams
3044,Zarrukh-Adashev
3045,John-Adajar
3046,Klidson-Abreu
3047,Daniel-Acacio
3048,Cyborg-Abreu
3049,Shamil-Abdurakhimov
3050,Ricardo-Abreu
3051,Papy-Abedi
3052,Daichi-Abe
3053,Mansur-Abdul-Malik
3054,Hamdy-Abdelwahab
3055,Hiroyuki-Abe
3056,Nariman-Abbasov
3057,Danny-Abbadi
3058,Tom-Aaron
3059,David-Abbott
3060,Osamu-Tachihikari
3061,Joe-Taimanglo
3062,Khalid-Taha
3063,Junior-Tafa
3064,Amber-Tackett
3065,Eugenio-Tadeu
3066,Justin-Tafa
3067,Yoshihiro-Takayama
3068,Daiju-Takase
3069,Sho Patrick-Usami
3070,Yoko-Takahashi
3071,Hiroyuki-Takaya
3072,Sai-Wang
3073,Darren-Uyenoyama
3074,Yoshihisa-Yamamoto
3075,Benji-Radach
3076,Chase-Waldon
3077,Sora-Rakhmonova
3078,Ian-Rammel
3079,Yusup-Saadulaev
3080,Stephen-Regman
3081,John-Salgado
3082,Dylan-Salvador
3083,Tarec-Saffiedine
3084,Taila-Santos
3085,Evangelista-Santos
3086,Luis-Saldana
3087,Zach-Zane
3088,Brendan-Seguin
3089,Ray-Sefo
3090,Fares-Ziam
3091,Ray-Seraille
3092,Rafael-Silva
3093,Dan-Severn
3094,Kiran-Singh
3095,Ricky-Simon
3096,Josh-Shockman
3097,Kalib-Starnes
3098,Dmitri-Stepanov
3099,Charon-Spain
3100,Justin-Sumter
3101,Bartosz-Szewczyk
3102,Tyler-Stinson
3103,Tony-Sylvester
3104,Leo-Sylvest
3105,Kevin-Szaflarski
3106,Kevin-Syler
3107,Bentley-Syler
3108,Tim-Sylvia
3109,Oumar-Sy
3110,Floyd-Sword
3111,Mike-Swick
3112,Daniel-Swain
3113,Danilo-Suzart
3114,Joel-Sutton
3115,Chad-Sutton
3116,Cub-Swanson
3117,-Sumudaerji
3118,Aji-Susilo
3119,Rama-Supandhi
3120,Martin-Svensson
3121,Naho-Sugiyuma
3122,Amar-Suloev
3123,George-Sullivan
3124,Magomed-Sultanakhmedov
3125,Jason-Suttie
3126,Takashi-Sugiura
3127,Tatiana-Suarez
3128,Daisuke-Sugie
3129,Lucasz-Sudolski
3130,Genki-Sudo
3131,Masanori-Suda
3132,Kyle-Sturgeon
3133,Josh-Stuart
3134,Mike-Stumpf
3135,Hans-Stringer
3136,Gerald-Strebendt
3137,Mark-Striegl
3138,Daniel-Straus
3139,Sean-Strickland
3140,Gennaro-Strangis
3141,Dave-Strasser
3142,Stefan-Struve
3143,Jesse-Strader
3144,Tim-Stout
3145,Greg-Stott
3146,Curtis-Stout
3147,Sam-Stout
3148,Darko-Stosic
3149,Niklas-Stolze
3150,George-Stork
3151,Rick-Story
3152,Ryan-Stonitsch
3153,Dustin-Stoltzfus
3154,Ken-Stone
3155,Julija-Stoliarenko
3156,Lazar-Stojadinovic
3157,Dan-Stittgen
3158,Denis-Stojnic
3159,Navajo-Stirling
3160,Alex-Stiebling
3161,Kyle-Stewart
3162,Maia-Stevenson
3163,Luke-Stewart
3164,Darren-Stewart
3165,Aljamain-Sterling
3166,Joe-Stevenson
3167,Marc-Stevens
3168,Steve-Steinbeiss
3169,Eric-Steenberg
3170,Ray-Steinbeiss
3171,Jeremy-Stephens
3172,Kody-Steele
3173,Ricky-Steele
3174,Dominique-Steele
3175,Adam-Steele
3176,Damian-Stasiak
3177,Laureano-Staropoli
3178,Lucas-Stark
3179,Clifford-Starks
3180,Josh-Stansbury
3181,Cody-Stamann
3182,Dion-Staring
3183,Brian-Stann
3184,Cristina-Stanciu
3185,Bobby-Stack
3186,Ron-Stallings
3187,Andreas-Stahl
3188,Georges-St-Pierre
3189,Austin-Springer
3190,Daniel-Spohn
3191,Pete-Spratt
3192,Daniel-Spitz
3193,Serghei-Spivac
3194,Waachiim-Spiritwolf
3195,Eric-Spicely
3196,Nick-Sperling
3197,Mario-Sperry
3198,Sam-Spengler
3199,Sean-Spencer
3200,Felicia-Spencer
3201,Ron-Sparks
3202,Tommy-Speer
3203,Andreas-Spang
3204,Patrick-Speight
3205,Chris-Spang
3206,Jose Heraldo-Souza
3207,Ryan-Spann
3208,Ketlen-Souza
3209,Edimilson-Souza
3210,Bobby-Southworth
3211,Livinha-Souza
3212,Bruno-Souza
3213,Andre-Soukhamthath
3214,Mario-Soto
3215,Mario-Sousa
3216,Jacare-Souza
3217,Alex-Soto
3218,Joe-Soto
3219,Ben-Sosoli
3220,Greg-Soto
3221,Krzysztof-Soszynski
3222,George-Sotiropoulos
3223,Dmitry-Sosnovskiy
3224,Sean-Soriano
3225,Punahele-Soriano
3226,Jin-Soo Son
3227,Emiliano-Sordi
3228,Cody-Sons
3229,Benardo-Sopaj
3230,Chael-Sonnen
3231,YoungJae-Song
3232,Emrah-Sonmez
3233,Song-Kenan
3234,Joe-Son
3235,Paul-Song
3236,Song-Yadong
3237,Chris-Solomon
3238,Alexander-Soldatkin
3239,Joe-Solecki
3240,Rameau Thierry-Sokoudjou
3241,Renato-Sobral
3242,Denis-Sobolev
3243,Peter-Sobotta
3244,Shimon-Smotritsky
3245,Devin-Smyth
3246,Richie-Smullen
3247,Dmitrii-Smoliakov
3248,Cameron-Smotherman
3249,Walter-Smith-Cotito
3250,Justin-Smitley
3251,Cole-Smith
3252,Nate-Smith
3253,Louis-Smolka
3254,Devonte-Smith
3255,Braxton-Smith
3256,Gilbert-Smith
3257,Colton-Smith
3258,Leslie-Smith
3259,Dillon-Smith
3260,David-Smith
3261,Trevor-Smith
3262,Adam-Smith
3263,Josh-Smith
3264,Eric-Smith
3265,Anthony-Smith
3266,Patrick-Smith
3267,Kestutis-Smirnovas
3268,Scott-Smith
3269,Zach-Skinner
3270,Maurice-Smith
3271,Ray-Sloan
3272,Joe-Slick
3273,Matt-Skelton
3274,Brian-Sleeman
3275,Chas-Skelly
3276,Jeri-Sitzes
3277,Dennis-Siver
3278,Yokthai-Sithoar
3279,Jeremia-Siregar
3280,Gian-Siqueira
3281,Mitchell-Sipe
3282,AJ-Siscoe
3283,Kiru-Singh Sahota
3284,Elvis-Sinosic
3285,Rana Rudra Pratap-Singh
3286,Rory-Singer
3287,Rob-Sinclair
3288,Lodune-Sincaid
3289,Everett-Sims
3290,Tony-Sims
3291,Marlon-Sims
3292,Jamey-Simmons
3293,Wes-Sims
3294,Aaron-Simpson
3295,Elias-Silverio
3296,Sim-Kai Xiong
3297,Marcus-Silveira
3298,Leonardo-Silva de Oliveira
3299,Danny-Silva
3300,Jhonata-Silva
3301,Janaina-Silva
3302,Jean-Silva
3303,Karine-Silva
3304,Maria-Silva
3305,Natalia-Silva
3306,Erik-Silva
3307,Jansey-Silva
3308,Douglas-Silva de Andrade
3309,Bruno-Silva
3310,Jacob-Silva
3311,Bruno-Silva
3312,Gabriel-Silva
3313,Dayana-Silva
3314,Felipe-Silva
3315,Claudio-Silva
3316,Wagner-Silva
3317,Joaquim-Silva
3318,Fabio-Silva
3319,Leandro-Silva
3320,Erick-Silva
3321,Jay-Silva
3322,Edson-Silva
3323,Antonio-Silva
3324,Sidney-Silva
3325,Jean-Silva
3326,Paulo Cesar-Silva
3327,Thiago-Silva
3328,Anderson-Silva
3329,Xavier-Siller
3330,Siala-Siliga
3331,Kiril-Sidelnikov
3332,Serhiy-Sidey
3333,Wanderlei-Silva
3334,Assuerio-Silva
